deliveryStart,deliveryEnd,deliveryDate,timeEnding,demand,dstFlag
2025-03-28T10:45:00-05:00,2025-03-28T11:00:00-05:00,2025-03-28,11:00,48358.6797,N
2025-03-28T10:30:00-05:00,2025-03-28T10:45:00-05:00,2025-03-28,10:45,48069.8893,N
2025-03-28T10:15:00-05:00,2025-03-28T10:30:00-05:00,2025-03-28,10:30,47902.1914,N
2025-03-28T10:00:00-05:00,2025-03-28T10:15:00-05:00,2025-03-28,10:15,47545.4727,N
2025-03-28T09:45:00-05:00,2025-03-28T10:00:00-05:00,2025-03-28,10:00,47572.7982,N
2025-03-28T09:30:00-05:00,2025-03-28T09:45:00-05:00,2025-03-28,09:45,47104.5651,N
2025-03-28T09:15:00-05:00,2025-03-28T09:30:00-05:00,2025-03-28,09:30,46824.2122,N
2025-03-28T09:00:00-05:00,2025-03-28T09:15:00-05:00,2025-03-28,09:15,46705.4479,N
2025-03-28T08:45:00-05:00,2025-03-28T09:00:00-05:00,2025-03-28,09:00,47096.1289,N
2025-03-28T08:30:00-05:00,2025-03-28T08:45:00-05:00,2025-03-28,08:45,46058.1953,N
2025-03-28T08:15:00-05:00,2025-03-28T08:30:00-05:00,2025-03-28,08:30,45654.3112,N
2025-03-28T08:00:00-05:00,2025-03-28T08:15:00-05:00,2025-03-28,08:15,45482.1536,N
2025-03-28T07:45:00-05:00,2025-03-28T08:00:00-05:00,2025-03-28,08:00,45290.5521,N
2025-03-28T07:30:00-05:00,2025-03-28T07:45:00-05:00,2025-03-28,07:45,45118.5846,N
2025-03-28T07:15:00-05:00,2025-03-28T07:30:00-05:00,2025-03-28,07:30,45119.2526,N
2025-03-28T07:00:00-05:00,2025-03-28T07:15:00-05:00,2025-03-28,07:15,44813.3789,N
2025-03-28T06:45:00-05:00,2025-03-28T07:00:00-05:00,2025-03-28,07:00,44305.1081,N
2025-03-28T06:30:00-05:00,2025-03-28T06:45:00-05:00,2025-03-28,06:45,44059.2096,N
2025-03-28T06:15:00-05:00,2025-03-28T06:30:00-05:00,2025-03-28,06:30,43456.0234,N
2025-03-28T06:00:00-05:00,2025-03-28T06:15:00-05:00,2025-03-28,06:15,42778.2396,N
2025-03-28T05:45:00-05:00,2025-03-28T06:00:00-05:00,2025-03-28,06:00,42028.4388,N
2025-03-28T05:30:00-05:00,2025-03-28T05:45:00-05:00,2025-03-28,05:45,41582.3841,N
2025-03-28T05:15:00-05:00,2025-03-28T05:30:00-05:00,2025-03-28,05:30,41170.75,N
2025-03-28T05:00:00-05:00,2025-03-28T05:15:00-05:00,2025-03-28,05:15,40730.8216,N
2025-03-28T04:45:00-05:00,2025-03-28T05:00:00-05:00,2025-03-28,05:00,40454.7904,N
2025-03-28T04:30:00-05:00,2025-03-28T04:45:00-05:00,2025-03-28,04:45,40394.5547,N
2025-03-28T04:15:00-05:00,2025-03-28T04:30:00-05:00,2025-03-28,04:30,40345.168,N
2025-03-28T04:00:00-05:00,2025-03-28T04:15:00-05:00,2025-03-28,04:15,40585.5104,N
2025-03-28T03:45:00-05:00,2025-03-28T04:00:00-05:00,2025-03-28,04:00,40450.2904,N
2025-03-28T03:30:00-05:00,2025-03-28T03:45:00-05:00,2025-03-28,03:45,40568.1576,N
2025-03-28T03:15:00-05:00,2025-03-28T03:30:00-05:00,2025-03-28,03:30,40639.7604,N
2025-03-28T03:00:00-05:00,2025-03-28T03:15:00-05:00,2025-03-28,03:15,40446.7813,N
2025-03-28T02:45:00-05:00,2025-03-28T03:00:00-05:00,2025-03-28,03:00,40506.4271,N
2025-03-28T02:30:00-05:00,2025-03-28T02:45:00-05:00,2025-03-28,02:45,40698.1315,N
2025-03-28T02:15:00-05:00,2025-03-28T02:30:00-05:00,2025-03-28,02:30,40712.7643,N
2025-03-28T02:00:00-05:00,2025-03-28T02:15:00-05:00,2025-03-28,02:15,40956.8542,N
2025-03-28T01:45:00-05:00,2025-03-28T02:00:00-05:00,2025-03-28,02:00,41194.0898,N
2025-03-28T01:30:00-05:00,2025-03-28T01:45:00-05:00,2025-03-28,01:45,41401.3828,N
2025-03-28T01:15:00-05:00,2025-03-28T01:30:00-05:00,2025-03-28,01:30,41650.582,N
2025-03-28T01:00:00-05:00,2025-03-28T01:15:00-05:00,2025-03-28,01:15,41704.2721,N
2025-03-28T00:45:00-05:00,2025-03-28T01:00:00-05:00,2025-03-28,01:00,41995.8685,N
2025-03-28T00:30:00-05:00,2025-03-28T00:45:00-05:00,2025-03-28,00:45,42627.1888,N
2025-03-28T00:15:00-05:00,2025-03-28T00:30:00-05:00,2025-03-28,00:30,43498.2786,N
2025-03-28T00:00:00-05:00,2025-03-28T00:15:00-05:00,2025-03-28,00:15,43218.4922,N
2025-03-27T23:45:00-05:00,2025-03-28T00:00:00-05:00,2025-03-28,00:00,43466.0781,N
2025-03-27T23:30:00-05:00,2025-03-27T23:45:00-05:00,2025-03-27,23:45,43981.4193,N
2025-03-27T23:15:00-05:00,2025-03-27T23:30:00-05:00,2025-03-27,23:30,44363.5781,N
2025-03-27T23:00:00-05:00,2025-03-27T23:15:00-05:00,2025-03-27,23:15,45057.6875,N
2025-03-27T22:45:00-05:00,2025-03-27T23:00:00-05:00,2025-03-27,23:00,45550.4635,N
2025-03-27T22:30:00-05:00,2025-03-27T22:45:00-05:00,2025-03-27,22:45,46179.1641,N
2025-03-27T22:15:00-05:00,2025-03-27T22:30:00-05:00,2025-03-27,22:30,46891.9896,N
2025-03-27T22:00:00-05:00,2025-03-27T22:15:00-05:00,2025-03-27,22:15,47572.5495,N
2025-03-27T21:45:00-05:00,2025-03-27T22:00:00-05:00,2025-03-27,22:00,48154.3359,N
2025-03-27T21:30:00-05:00,2025-03-27T21:45:00-05:00,2025-03-27,21:45,48950.7135,N
2025-03-27T21:15:00-05:00,2025-03-27T21:30:00-05:00,2025-03-27,21:30,49514.1445,N
2025-03-27T21:00:00-05:00,2025-03-27T21:15:00-05:00,2025-03-27,21:15,49826.9779,N
2025-03-27T20:45:00-05:00,2025-03-27T21:00:00-05:00,2025-03-27,21:00,49331.8346,N
2025-03-27T20:30:00-05:00,2025-03-27T20:45:00-05:00,2025-03-27,20:45,49498.1602,N
2025-03-27T20:15:00-05:00,2025-03-27T20:30:00-05:00,2025-03-27,20:30,49487.1081,N
2025-03-27T20:00:00-05:00,2025-03-27T20:15:00-05:00,2025-03-27,20:15,49493.2865,N
2025-03-27T19:45:00-05:00,2025-03-27T20:00:00-05:00,2025-03-27,20:00,49470.5195,N
2025-03-27T19:30:00-05:00,2025-03-27T19:45:00-05:00,2025-03-27,19:45,49544.7656,N
2025-03-27T19:15:00-05:00,2025-03-27T19:30:00-05:00,2025-03-27,19:30,49503.4063,N
2025-03-27T19:00:00-05:00,2025-03-27T19:15:00-05:00,2025-03-27,19:15,49409.4219,N
2025-03-27T18:45:00-05:00,2025-03-27T19:00:00-05:00,2025-03-27,19:00,49555.2643,N
2025-03-27T18:30:00-05:00,2025-03-27T18:45:00-05:00,2025-03-27,18:45,49613.5195,N
2025-03-27T18:15:00-05:00,2025-03-27T18:30:00-05:00,2025-03-27,18:30,49756.1055,N
2025-03-27T18:00:00-05:00,2025-03-27T18:15:00-05:00,2025-03-27,18:15,49927.1771,N
2025-03-27T17:45:00-05:00,2025-03-27T18:00:00-05:00,2025-03-27,18:00,50746.5013,N
2025-03-27T17:30:00-05:00,2025-03-27T17:45:00-05:00,2025-03-27,17:45,50581.2539,N
2025-03-27T17:15:00-05:00,2025-03-27T17:30:00-05:00,2025-03-27,17:30,50523.0182,N
2025-03-27T17:00:00-05:00,2025-03-27T17:15:00-05:00,2025-03-27,17:15,50696.1849,N
2025-03-27T16:45:00-05:00,2025-03-27T17:00:00-05:00,2025-03-27,17:00,50744.1211,N
2025-03-27T16:30:00-05:00,2025-03-27T16:45:00-05:00,2025-03-27,16:45,50764.7201,N
2025-03-27T16:15:00-05:00,2025-03-27T16:30:00-05:00,2025-03-27,16:30,50838.2018,N
2025-03-27T16:00:00-05:00,2025-03-27T16:15:00-05:00,2025-03-27,16:15,50784.7565,N
2025-03-27T15:45:00-05:00,2025-03-27T16:00:00-05:00,2025-03-27,16:00,51223.8073,N
2025-03-27T15:30:00-05:00,2025-03-27T15:45:00-05:00,2025-03-27,15:45,51379.7826,N
2025-03-27T15:15:00-05:00,2025-03-27T15:30:00-05:00,2025-03-27,15:30,51443.1719,N
2025-03-27T15:00:00-05:00,2025-03-27T15:15:00-05:00,2025-03-27,15:15,51578.7005,N
2025-03-27T14:45:00-05:00,2025-03-27T15:00:00-05:00,2025-03-27,15:00,51270.8958,N
2025-03-27T14:30:00-05:00,2025-03-27T14:45:00-05:00,2025-03-27,14:45,51347.6042,N
2025-03-27T14:15:00-05:00,2025-03-27T14:30:00-05:00,2025-03-27,14:30,51240.4766,N
2025-03-27T14:00:00-05:00,2025-03-27T14:15:00-05:00,2025-03-27,14:15,51155.7409,N
2025-03-27T13:45:00-05:00,2025-03-27T14:00:00-05:00,2025-03-27,14:00,50973.224,N
2025-03-27T13:30:00-05:00,2025-03-27T13:45:00-05:00,2025-03-27,13:45,51199.7956,N
2025-03-27T13:15:00-05:00,2025-03-27T13:30:00-05:00,2025-03-27,13:30,51240.5951,N
2025-03-27T13:00:00-05:00,2025-03-27T13:15:00-05:00,2025-03-27,13:15,50893.4779,N
2025-03-27T12:45:00-05:00,2025-03-27T13:00:00-05:00,2025-03-27,13:00,50628.2148,N
2025-03-27T12:30:00-05:00,2025-03-27T12:45:00-05:00,2025-03-27,12:45,50345.7148,N
2025-03-27T12:15:00-05:00,2025-03-27T12:30:00-05:00,2025-03-27,12:30,50196.7174,N
2025-03-27T12:00:00-05:00,2025-03-27T12:15:00-05:00,2025-03-27,12:15,49538.9141,N
2025-03-27T11:45:00-05:00,2025-03-27T12:00:00-05:00,2025-03-27,12:00,49722.8034,N
2025-03-27T11:30:00-05:00,2025-03-27T11:45:00-05:00,2025-03-27,11:45,49568.3893,N
2025-03-27T11:15:00-05:00,2025-03-27T11:30:00-05:00,2025-03-27,11:30,49568.1914,N
2025-03-27T11:00:00-05:00,2025-03-27T11:15:00-05:00,2025-03-27,11:15,49263.3516,N
2025-03-27T10:45:00-05:00,2025-03-27T11:00:00-05:00,2025-03-27,11:00,49274.6445,N
2025-03-27T10:30:00-05:00,2025-03-27T10:45:00-05:00,2025-03-27,10:45,49027.7982,N
2025-03-27T10:15:00-05:00,2025-03-27T10:30:00-05:00,2025-03-27,10:30,48807.1797,N
2025-03-27T10:00:00-05:00,2025-03-27T10:15:00-05:00,2025-03-27,10:15,48734.1497,N
2025-03-27T09:45:00-05:00,2025-03-27T10:00:00-05:00,2025-03-27,10:00,49078.582,N
2025-03-27T09:30:00-05:00,2025-03-27T09:45:00-05:00,2025-03-27,09:45,48640.2422,N
2025-03-27T09:15:00-05:00,2025-03-27T09:30:00-05:00,2025-03-27,09:30,47862.3477,N
2025-03-27T09:00:00-05:00,2025-03-27T09:15:00-05:00,2025-03-27,09:15,46873.3112,N
2025-03-27T08:45:00-05:00,2025-03-27T09:00:00-05:00,2025-03-27,09:00,46477.0964,N
2025-03-27T08:30:00-05:00,2025-03-27T08:45:00-05:00,2025-03-27,08:45,46413.5625,N
2025-03-27T08:15:00-05:00,2025-03-27T08:30:00-05:00,2025-03-27,08:30,45958.5456,N
2025-03-27T08:00:00-05:00,2025-03-27T08:15:00-05:00,2025-03-27,08:15,45835.582,N
2025-03-27T07:45:00-05:00,2025-03-27T08:00:00-05:00,2025-03-27,08:00,45857.0495,N
2025-03-27T07:30:00-05:00,2025-03-27T07:45:00-05:00,2025-03-27,07:45,45996.3841,N
2025-03-27T07:15:00-05:00,2025-03-27T07:30:00-05:00,2025-03-27,07:30,46003.7839,N
2025-03-27T07:00:00-05:00,2025-03-27T07:15:00-05:00,2025-03-27,07:15,45667.0977,N
2025-03-27T06:45:00-05:00,2025-03-27T07:00:00-05:00,2025-03-27,07:00,45044.2266,N
2025-03-27T06:30:00-05:00,2025-03-27T06:45:00-05:00,2025-03-27,06:45,44604.2161,N
2025-03-27T06:15:00-05:00,2025-03-27T06:30:00-05:00,2025-03-27,06:30,44024.3177,N
2025-03-27T06:00:00-05:00,2025-03-27T06:15:00-05:00,2025-03-27,06:15,43324.3737,N
2025-03-27T05:45:00-05:00,2025-03-27T06:00:00-05:00,2025-03-27,06:00,42302.1354,N
2025-03-27T05:30:00-05:00,2025-03-27T05:45:00-05:00,2025-03-27,05:45,41687.6055,N
2025-03-27T05:15:00-05:00,2025-03-27T05:30:00-05:00,2025-03-27,05:30,41509.5534,N
2025-03-27T05:00:00-05:00,2025-03-27T05:15:00-05:00,2025-03-27,05:15,41083.2122,N
2025-03-27T04:45:00-05:00,2025-03-27T05:00:00-05:00,2025-03-27,05:00,40784.5365,N
2025-03-27T04:30:00-05:00,2025-03-27T04:45:00-05:00,2025-03-27,04:45,40684.1836,N
2025-03-27T04:15:00-05:00,2025-03-27T04:30:00-05:00,2025-03-27,04:30,40335.793,N
2025-03-27T04:00:00-05:00,2025-03-27T04:15:00-05:00,2025-03-27,04:15,40125.3594,N
2025-03-27T03:45:00-05:00,2025-03-27T04:00:00-05:00,2025-03-27,04:00,40023.582,N
2025-03-27T03:30:00-05:00,2025-03-27T03:45:00-05:00,2025-03-27,03:45,40086.7969,N
2025-03-27T03:15:00-05:00,2025-03-27T03:30:00-05:00,2025-03-27,03:30,40399.9648,N
2025-03-27T03:00:00-05:00,2025-03-27T03:15:00-05:00,2025-03-27,03:15,40662.7943,N
2025-03-27T02:45:00-05:00,2025-03-27T03:00:00-05:00,2025-03-27,03:00,40725.1771,N
2025-03-27T02:30:00-05:00,2025-03-27T02:45:00-05:00,2025-03-27,02:45,41101.7826,N
2025-03-27T02:15:00-05:00,2025-03-27T02:30:00-05:00,2025-03-27,02:30,41334.1185,N
2025-03-27T02:00:00-05:00,2025-03-27T02:15:00-05:00,2025-03-27,02:15,41558.8607,N
2025-03-27T01:45:00-05:00,2025-03-27T02:00:00-05:00,2025-03-27,02:00,42142.237,N
2025-03-27T01:30:00-05:00,2025-03-27T01:45:00-05:00,2025-03-27,01:45,42779.7604,N
2025-03-27T01:15:00-05:00,2025-03-27T01:30:00-05:00,2025-03-27,01:30,43187.7708,N
2025-03-27T01:00:00-05:00,2025-03-27T01:15:00-05:00,2025-03-27,01:15,43572.5013,N
2025-03-27T00:45:00-05:00,2025-03-27T01:00:00-05:00,2025-03-27,01:00,44164.4766,N
2025-03-27T00:30:00-05:00,2025-03-27T00:45:00-05:00,2025-03-27,00:45,44025.0156,N
2025-03-27T00:15:00-05:00,2025-03-27T00:30:00-05:00,2025-03-27,00:30,44437.5052,N
2025-03-27T00:00:00-05:00,2025-03-27T00:15:00-05:00,2025-03-27,00:15,45288.3177,N
2025-03-26T23:45:00-05:00,2025-03-27T00:00:00-05:00,2025-03-27,00:00,45727.8945,N
2025-03-26T23:30:00-05:00,2025-03-26T23:45:00-05:00,2025-03-26,23:45,46097.7565,N
2025-03-26T23:15:00-05:00,2025-03-26T23:30:00-05:00,2025-03-26,23:30,46901.6367,N
2025-03-26T23:00:00-05:00,2025-03-26T23:15:00-05:00,2025-03-26,23:15,47863.0365,N
2025-03-26T22:45:00-05:00,2025-03-26T23:00:00-05:00,2025-03-26,23:00,48290.2396,N
2025-03-26T22:30:00-05:00,2025-03-26T22:45:00-05:00,2025-03-26,22:45,49070.875,N
2025-03-26T22:15:00-05:00,2025-03-26T22:30:00-05:00,2025-03-26,22:30,49755.9427,N
2025-03-26T22:00:00-05:00,2025-03-26T22:15:00-05:00,2025-03-26,22:15,50722.2396,N
2025-03-26T21:45:00-05:00,2025-03-26T22:00:00-05:00,2025-03-26,22:00,51394.1302,N
2025-03-26T21:30:00-05:00,2025-03-26T21:45:00-05:00,2025-03-26,21:45,51940.1328,N
2025-03-26T21:15:00-05:00,2025-03-26T21:30:00-05:00,2025-03-26,21:30,52730.4089,N
2025-03-26T21:00:00-05:00,2025-03-26T21:15:00-05:00,2025-03-26,21:15,53017.4753,N
2025-03-26T20:45:00-05:00,2025-03-26T21:00:00-05:00,2025-03-26,21:00,53327.7083,N
2025-03-26T20:30:00-05:00,2025-03-26T20:45:00-05:00,2025-03-26,20:45,53588.0534,N
2025-03-26T20:15:00-05:00,2025-03-26T20:30:00-05:00,2025-03-26,20:30,53647.3516,N
2025-03-26T20:00:00-05:00,2025-03-26T20:15:00-05:00,2025-03-26,20:15,53493.1185,N
2025-03-26T19:45:00-05:00,2025-03-26T20:00:00-05:00,2025-03-26,20:00,53441.8268,N
2025-03-26T19:30:00-05:00,2025-03-26T19:45:00-05:00,2025-03-26,19:45,53313.7513,N
2025-03-26T19:15:00-05:00,2025-03-26T19:30:00-05:00,2025-03-26,19:30,53251.8997,N
2025-03-26T19:00:00-05:00,2025-03-26T19:15:00-05:00,2025-03-26,19:15,53280.1445,N
2025-03-26T18:45:00-05:00,2025-03-26T19:00:00-05:00,2025-03-26,19:00,53699.3125,N
2025-03-26T18:30:00-05:00,2025-03-26T18:45:00-05:00,2025-03-26,18:45,54015.3333,N
2025-03-26T18:15:00-05:00,2025-03-26T18:30:00-05:00,2025-03-26,18:30,54211.3151,N
2025-03-26T18:00:00-05:00,2025-03-26T18:15:00-05:00,2025-03-26,18:15,54574.0755,N
2025-03-26T17:45:00-05:00,2025-03-26T18:00:00-05:00,2025-03-26,18:00,54909.4609,N
2025-03-26T17:30:00-05:00,2025-03-26T17:45:00-05:00,2025-03-26,17:45,55372.3307,N
2025-03-26T17:15:00-05:00,2025-03-26T17:30:00-05:00,2025-03-26,17:30,55162.2083,N
2025-03-26T17:00:00-05:00,2025-03-26T17:15:00-05:00,2025-03-26,17:15,54835.2682,N
2025-03-26T16:45:00-05:00,2025-03-26T17:00:00-05:00,2025-03-26,17:00,54944.0521,N
2025-03-26T16:30:00-05:00,2025-03-26T16:45:00-05:00,2025-03-26,16:45,55244.7422,N
2025-03-26T16:15:00-05:00,2025-03-26T16:30:00-05:00,2025-03-26,16:30,55537.3229,N
2025-03-26T16:00:00-05:00,2025-03-26T16:15:00-05:00,2025-03-26,16:15,55031.8984,N
2025-03-26T15:45:00-05:00,2025-03-26T16:00:00-05:00,2025-03-26,16:00,55170.4844,N
2025-03-26T15:30:00-05:00,2025-03-26T15:45:00-05:00,2025-03-26,15:45,55108.8828,N
2025-03-26T15:15:00-05:00,2025-03-26T15:30:00-05:00,2025-03-26,15:30,54853.2201,N
2025-03-26T15:00:00-05:00,2025-03-26T15:15:00-05:00,2025-03-26,15:15,54842.3971,N
2025-03-26T14:45:00-05:00,2025-03-26T15:00:00-05:00,2025-03-26,15:00,54963.819,N
2025-03-26T14:30:00-05:00,2025-03-26T14:45:00-05:00,2025-03-26,14:45,54971.9622,N
2025-03-26T14:15:00-05:00,2025-03-26T14:30:00-05:00,2025-03-26,14:30,54974.6432,N
2025-03-26T14:00:00-05:00,2025-03-26T14:15:00-05:00,2025-03-26,14:15,54745.7513,N
2025-03-26T13:45:00-05:00,2025-03-26T14:00:00-05:00,2025-03-26,14:00,54374.8893,N
2025-03-26T13:30:00-05:00,2025-03-26T13:45:00-05:00,2025-03-26,13:45,54410.763,N
2025-03-26T13:15:00-05:00,2025-03-26T13:30:00-05:00,2025-03-26,13:30,54142.6875,N
2025-03-26T13:00:00-05:00,2025-03-26T13:15:00-05:00,2025-03-26,13:15,53966.2917,N
2025-03-26T12:45:00-05:00,2025-03-26T13:00:00-05:00,2025-03-26,13:00,53542.7839,N
2025-03-26T12:30:00-05:00,2025-03-26T12:45:00-05:00,2025-03-26,12:45,53465.3229,N
2025-03-26T12:15:00-05:00,2025-03-26T12:30:00-05:00,2025-03-26,12:30,53433.25,N
2025-03-26T12:00:00-05:00,2025-03-26T12:15:00-05:00,2025-03-26,12:15,53435.0612,N
2025-03-26T11:45:00-05:00,2025-03-26T12:00:00-05:00,2025-03-26,12:00,53650.1367,N
2025-03-26T11:30:00-05:00,2025-03-26T11:45:00-05:00,2025-03-26,11:45,53775.7852,N
2025-03-26T11:15:00-05:00,2025-03-26T11:30:00-05:00,2025-03-26,11:30,53393.0703,N
2025-03-26T11:00:00-05:00,2025-03-26T11:15:00-05:00,2025-03-26,11:15,53327.0911,N
2025-03-26T10:45:00-05:00,2025-03-26T11:00:00-05:00,2025-03-26,11:00,52441.5508,N
2025-03-26T10:30:00-05:00,2025-03-26T10:45:00-05:00,2025-03-26,10:45,51962.8451,N
2025-03-26T10:15:00-05:00,2025-03-26T10:30:00-05:00,2025-03-26,10:30,51084.8711,N
2025-03-26T10:00:00-05:00,2025-03-26T10:15:00-05:00,2025-03-26,10:15,51196.7396,N
2025-03-26T09:45:00-05:00,2025-03-26T10:00:00-05:00,2025-03-26,10:00,50039.1628,N
2025-03-26T09:30:00-05:00,2025-03-26T09:45:00-05:00,2025-03-26,09:45,50076.9128,N
2025-03-26T09:15:00-05:00,2025-03-26T09:30:00-05:00,2025-03-26,09:30,49329.9414,N
2025-03-26T09:00:00-05:00,2025-03-26T09:15:00-05:00,2025-03-26,09:15,48165.9857,N
2025-03-26T08:45:00-05:00,2025-03-26T09:00:00-05:00,2025-03-26,09:00,47839.6862,N
2025-03-26T08:30:00-05:00,2025-03-26T08:45:00-05:00,2025-03-26,08:45,47676.0938,N
2025-03-26T08:15:00-05:00,2025-03-26T08:30:00-05:00,2025-03-26,08:30,47639.0117,N
2025-03-26T08:00:00-05:00,2025-03-26T08:15:00-05:00,2025-03-26,08:15,47441.0833,N
2025-03-26T07:45:00-05:00,2025-03-26T08:00:00-05:00,2025-03-26,08:00,47083.5755,N
2025-03-26T07:30:00-05:00,2025-03-26T07:45:00-05:00,2025-03-26,07:45,47267.043,N
2025-03-26T07:15:00-05:00,2025-03-26T07:30:00-05:00,2025-03-26,07:30,47531.6888,N
2025-03-26T07:00:00-05:00,2025-03-26T07:15:00-05:00,2025-03-26,07:15,47346.6563,N
2025-03-26T06:45:00-05:00,2025-03-26T07:00:00-05:00,2025-03-26,07:00,46735.776,N
2025-03-26T06:30:00-05:00,2025-03-26T06:45:00-05:00,2025-03-26,06:45,46332.8737,N
2025-03-26T06:15:00-05:00,2025-03-26T06:30:00-05:00,2025-03-26,06:30,45704.8763,N
2025-03-26T06:00:00-05:00,2025-03-26T06:15:00-05:00,2025-03-26,06:15,44947.6367,N
2025-03-26T05:45:00-05:00,2025-03-26T06:00:00-05:00,2025-03-26,06:00,44097.5365,N
2025-03-26T05:30:00-05:00,2025-03-26T05:45:00-05:00,2025-03-26,05:45,43628.0339,N
2025-03-26T05:15:00-05:00,2025-03-26T05:30:00-05:00,2025-03-26,05:30,43070.4609,N
2025-03-26T05:00:00-05:00,2025-03-26T05:15:00-05:00,2025-03-26,05:15,42668.4674,N
2025-03-26T04:45:00-05:00,2025-03-26T05:00:00-05:00,2025-03-26,05:00,42367.3841,N
2025-03-26T04:30:00-05:00,2025-03-26T04:45:00-05:00,2025-03-26,04:45,42306.819,N
2025-03-26T04:15:00-05:00,2025-03-26T04:30:00-05:00,2025-03-26,04:30,42119.3086,N
2025-03-26T04:00:00-05:00,2025-03-26T04:15:00-05:00,2025-03-26,04:15,42362.6576,N
2025-03-26T03:45:00-05:00,2025-03-26T04:00:00-05:00,2025-03-26,04:00,42618.7435,N
2025-03-26T03:30:00-05:00,2025-03-26T03:45:00-05:00,2025-03-26,03:45,42768.6497,N
2025-03-26T03:15:00-05:00,2025-03-26T03:30:00-05:00,2025-03-26,03:30,42966.6094,N
2025-03-26T03:00:00-05:00,2025-03-26T03:15:00-05:00,2025-03-26,03:15,43035.3945,N
2025-03-26T02:45:00-05:00,2025-03-26T03:00:00-05:00,2025-03-26,03:00,43291.513,N
2025-03-26T02:30:00-05:00,2025-03-26T02:45:00-05:00,2025-03-26,02:45,43408.1315,N
2025-03-26T02:15:00-05:00,2025-03-26T02:30:00-05:00,2025-03-26,02:30,43539.1667,N
2025-03-26T02:00:00-05:00,2025-03-26T02:15:00-05:00,2025-03-26,02:15,43836.4297,N
2025-03-26T01:45:00-05:00,2025-03-26T02:00:00-05:00,2025-03-26,02:00,43982.8359,N
2025-03-26T01:30:00-05:00,2025-03-26T01:45:00-05:00,2025-03-26,01:45,44343.6914,N
2025-03-26T01:15:00-05:00,2025-03-26T01:30:00-05:00,2025-03-26,01:30,44816.638,N
2025-03-26T01:00:00-05:00,2025-03-26T01:15:00-05:00,2025-03-26,01:15,45441.5156,N
2025-03-26T00:45:00-05:00,2025-03-26T01:00:00-05:00,2025-03-26,01:00,45811.0964,N
2025-03-26T00:30:00-05:00,2025-03-26T00:45:00-05:00,2025-03-26,00:45,46370.5833,N
2025-03-26T00:15:00-05:00,2025-03-26T00:30:00-05:00,2025-03-26,00:30,46950.7852,N
2025-03-26T00:00:00-05:00,2025-03-26T00:15:00-05:00,2025-03-26,00:15,47716.5482,N
2025-03-25T23:45:00-05:00,2025-03-26T00:00:00-05:00,2025-03-26,00:00,48705.9141,N
2025-03-25T23:30:00-05:00,2025-03-25T23:45:00-05:00,2025-03-25,23:45,49397.9779,N
2025-03-25T23:15:00-05:00,2025-03-25T23:30:00-05:00,2025-03-25,23:30,50192.3268,N
2025-03-25T23:00:00-05:00,2025-03-25T23:15:00-05:00,2025-03-25,23:15,50977.6419,N
2025-03-25T22:45:00-05:00,2025-03-25T23:00:00-05:00,2025-03-25,23:00,52193.849,N
2025-03-25T22:30:00-05:00,2025-03-25T22:45:00-05:00,2025-03-25,22:45,53213.9102,N
2025-03-25T22:15:00-05:00,2025-03-25T22:30:00-05:00,2025-03-25,22:30,54046.2331,N
2025-03-25T22:00:00-05:00,2025-03-25T22:15:00-05:00,2025-03-25,22:15,54961.4701,N
2025-03-25T21:45:00-05:00,2025-03-25T22:00:00-05:00,2025-03-25,22:00,55507.1523,N
2025-03-25T21:30:00-05:00,2025-03-25T21:45:00-05:00,2025-03-25,21:45,56189.2682,N
2025-03-25T21:15:00-05:00,2025-03-25T21:30:00-05:00,2025-03-25,21:30,56727.293,N
2025-03-25T21:00:00-05:00,2025-03-25T21:15:00-05:00,2025-03-25,21:15,57322.6875,N
2025-03-25T20:45:00-05:00,2025-03-25T21:00:00-05:00,2025-03-25,21:00,57443.5456,N
2025-03-25T20:30:00-05:00,2025-03-25T20:45:00-05:00,2025-03-25,20:45,57641.9922,N
2025-03-25T20:15:00-05:00,2025-03-25T20:30:00-05:00,2025-03-25,20:30,57897.7279,N
2025-03-25T20:00:00-05:00,2025-03-25T20:15:00-05:00,2025-03-25,20:15,58350.0104,N
2025-03-25T19:45:00-05:00,2025-03-25T20:00:00-05:00,2025-03-25,20:00,58575.1706,N
2025-03-25T19:30:00-05:00,2025-03-25T19:45:00-05:00,2025-03-25,19:45,58147.776,N
2025-03-25T19:15:00-05:00,2025-03-25T19:30:00-05:00,2025-03-25,19:30,58117.9544,N
2025-03-25T19:00:00-05:00,2025-03-25T19:15:00-05:00,2025-03-25,19:15,58505.3581,N
2025-03-25T18:45:00-05:00,2025-03-25T19:00:00-05:00,2025-03-25,19:00,59151.5404,N
2025-03-25T18:30:00-05:00,2025-03-25T18:45:00-05:00,2025-03-25,18:45,60219.9245,N
2025-03-25T18:15:00-05:00,2025-03-25T18:30:00-05:00,2025-03-25,18:30,61236.0534,N
2025-03-25T18:00:00-05:00,2025-03-25T18:15:00-05:00,2025-03-25,18:15,61846.0039,N
2025-03-25T17:45:00-05:00,2025-03-25T18:00:00-05:00,2025-03-25,18:00,63018.1641,N
2025-03-25T17:30:00-05:00,2025-03-25T17:45:00-05:00,2025-03-25,17:45,63268.1875,N
2025-03-25T17:15:00-05:00,2025-03-25T17:30:00-05:00,2025-03-25,17:30,63181.4792,N
