deliveryStart,deliveryEnd,deliveryDate,timeEnding,demand,dstFlag
2025-05-24T12:45:00-05:00,2025-05-24T13:00:00-05:00,2025-05-24,13:00,69751.0495,N
2025-05-24T12:30:00-05:00,2025-05-24T12:45:00-05:00,2025-05-24,12:45,69162.1536,N
2025-05-24T12:15:00-05:00,2025-05-24T12:30:00-05:00,2025-05-24,12:30,68640.6745,N
2025-05-24T12:00:00-05:00,2025-05-24T12:15:00-05:00,2025-05-24,12:15,67954.888,N
2025-05-24T11:45:00-05:00,2025-05-24T12:00:00-05:00,2025-05-24,12:00,67414.6016,N
2025-05-24T11:30:00-05:00,2025-05-24T11:45:00-05:00,2025-05-24,11:45,66530.5703,N
2025-05-24T11:15:00-05:00,2025-05-24T11:30:00-05:00,2025-05-24,11:30,65516.0404,N
2025-05-24T11:00:00-05:00,2025-05-24T11:15:00-05:00,2025-05-24,11:15,65078.1836,N
2025-05-24T10:45:00-05:00,2025-05-24T11:00:00-05:00,2025-05-24,11:00,64590.0495,N
2025-05-24T10:30:00-05:00,2025-05-24T10:45:00-05:00,2025-05-24,10:45,64209.6133,N
2025-05-24T10:15:00-05:00,2025-05-24T10:30:00-05:00,2025-05-24,10:30,63921.9857,N
2025-05-24T10:00:00-05:00,2025-05-24T10:15:00-05:00,2025-05-24,10:15,62932.6198,N
2025-05-24T09:45:00-05:00,2025-05-24T10:00:00-05:00,2025-05-24,10:00,62381.5977,N
2025-05-24T09:30:00-05:00,2025-05-24T09:45:00-05:00,2025-05-24,09:45,61793.4336,N
2025-05-24T09:15:00-05:00,2025-05-24T09:30:00-05:00,2025-05-24,09:30,60702.3958,N
2025-05-24T09:00:00-05:00,2025-05-24T09:15:00-05:00,2025-05-24,09:15,59491.2435,N
2025-05-24T08:45:00-05:00,2025-05-24T09:00:00-05:00,2025-05-24,09:00,58415.5495,N
2025-05-24T08:30:00-05:00,2025-05-24T08:45:00-05:00,2025-05-24,08:45,57461.0156,N
2025-05-24T08:15:00-05:00,2025-05-24T08:30:00-05:00,2025-05-24,08:30,56732.0573,N
2025-05-24T08:00:00-05:00,2025-05-24T08:15:00-05:00,2025-05-24,08:15,55941.0286,N
2025-05-24T07:45:00-05:00,2025-05-24T08:00:00-05:00,2025-05-24,08:00,54825.1081,N
2025-05-24T07:30:00-05:00,2025-05-24T07:45:00-05:00,2025-05-24,07:45,53539.6667,N
2025-05-24T07:15:00-05:00,2025-05-24T07:30:00-05:00,2025-05-24,07:30,52808.0169,N
2025-05-24T07:00:00-05:00,2025-05-24T07:15:00-05:00,2025-05-24,07:15,52200.0612,N
2025-05-24T06:45:00-05:00,2025-05-24T07:00:00-05:00,2025-05-24,07:00,52051.3919,N
2025-05-24T06:30:00-05:00,2025-05-24T06:45:00-05:00,2025-05-24,06:45,52092.9258,N
2025-05-24T06:15:00-05:00,2025-05-24T06:30:00-05:00,2025-05-24,06:30,52172.293,N
2025-05-24T06:00:00-05:00,2025-05-24T06:15:00-05:00,2025-05-24,06:15,52207.2109,N
2025-05-24T05:45:00-05:00,2025-05-24T06:00:00-05:00,2025-05-24,06:00,52468.0755,N
2025-05-24T05:30:00-05:00,2025-05-24T05:45:00-05:00,2025-05-24,05:45,52380.8997,N
2025-05-24T05:15:00-05:00,2025-05-24T05:30:00-05:00,2025-05-24,05:30,52363.5599,N
2025-05-24T05:00:00-05:00,2025-05-24T05:15:00-05:00,2025-05-24,05:15,52355.0208,N
2025-05-24T04:45:00-05:00,2025-05-24T05:00:00-05:00,2025-05-24,05:00,52549.4466,N
2025-05-24T04:30:00-05:00,2025-05-24T04:45:00-05:00,2025-05-24,04:45,52461.5573,N
2025-05-24T04:15:00-05:00,2025-05-24T04:30:00-05:00,2025-05-24,04:30,52610.7865,N
2025-05-24T04:00:00-05:00,2025-05-24T04:15:00-05:00,2025-05-24,04:15,52964.7357,N
2025-05-24T03:45:00-05:00,2025-05-24T04:00:00-05:00,2025-05-24,04:00,53013.8151,N
2025-05-24T03:30:00-05:00,2025-05-24T03:45:00-05:00,2025-05-24,03:45,53512.6224,N
2025-05-24T03:15:00-05:00,2025-05-24T03:30:00-05:00,2025-05-24,03:30,53702.2539,N
2025-05-24T03:00:00-05:00,2025-05-24T03:15:00-05:00,2025-05-24,03:15,53940.6445,N
2025-05-24T02:45:00-05:00,2025-05-24T03:00:00-05:00,2025-05-24,03:00,54137.7409,N
2025-05-24T02:30:00-05:00,2025-05-24T02:45:00-05:00,2025-05-24,02:45,54891.6133,N
2025-05-24T02:15:00-05:00,2025-05-24T02:30:00-05:00,2025-05-24,02:30,55555.6563,N
2025-05-24T02:00:00-05:00,2025-05-24T02:15:00-05:00,2025-05-24,02:15,55836.0794,N
2025-05-24T01:45:00-05:00,2025-05-24T02:00:00-05:00,2025-05-24,02:00,56020.6536,N
2025-05-24T01:30:00-05:00,2025-05-24T01:45:00-05:00,2025-05-24,01:45,56407.3594,N
2025-05-24T01:15:00-05:00,2025-05-24T01:30:00-05:00,2025-05-24,01:30,56914.2383,N
2025-05-24T01:00:00-05:00,2025-05-24T01:15:00-05:00,2025-05-24,01:15,57686.3138,N
2025-05-24T00:45:00-05:00,2025-05-24T01:00:00-05:00,2025-05-24,01:00,58422.4583,N
2025-05-24T00:30:00-05:00,2025-05-24T00:45:00-05:00,2025-05-24,00:45,59057.7852,N
2025-05-24T00:15:00-05:00,2025-05-24T00:30:00-05:00,2025-05-24,00:30,59810.6914,N
2025-05-24T00:00:00-05:00,2025-05-24T00:15:00-05:00,2025-05-24,00:15,60319.931,N
2025-05-23T23:45:00-05:00,2025-05-24T00:00:00-05:00,2025-05-24,00:00,61420.3451,N
2025-05-23T23:30:00-05:00,2025-05-23T23:45:00-05:00,2025-05-23,23:45,62220.7695,N
2025-05-23T23:15:00-05:00,2025-05-23T23:30:00-05:00,2025-05-23,23:30,63211.6341,N
2025-05-23T23:00:00-05:00,2025-05-23T23:15:00-05:00,2025-05-23,23:15,63686.4271,N
2025-05-23T22:45:00-05:00,2025-05-23T23:00:00-05:00,2025-05-23,23:00,64876.6641,N
2025-05-23T22:30:00-05:00,2025-05-23T22:45:00-05:00,2025-05-23,22:45,65372.0299,N
2025-05-23T22:15:00-05:00,2025-05-23T22:30:00-05:00,2025-05-23,22:30,66059.7005,N
2025-05-23T22:00:00-05:00,2025-05-23T22:15:00-05:00,2025-05-23,22:15,66824.7734,N
2025-05-23T21:45:00-05:00,2025-05-23T22:00:00-05:00,2025-05-23,22:00,67748.6641,N
2025-05-23T21:30:00-05:00,2025-05-23T21:45:00-05:00,2025-05-23,21:45,68521.7214,N
2025-05-23T21:15:00-05:00,2025-05-23T21:30:00-05:00,2025-05-23,21:30,69338.4401,N
2025-05-23T21:00:00-05:00,2025-05-23T21:15:00-05:00,2025-05-23,21:15,69736.5365,N
2025-05-23T20:45:00-05:00,2025-05-23T21:00:00-05:00,2025-05-23,21:00,70354.6589,N
2025-05-23T20:30:00-05:00,2025-05-23T20:45:00-05:00,2025-05-23,20:45,70511.9401,N
2025-05-23T20:15:00-05:00,2025-05-23T20:30:00-05:00,2025-05-23,20:30,70869.3177,N
2025-05-23T20:00:00-05:00,2025-05-23T20:15:00-05:00,2025-05-23,20:15,71258.8932,N
2025-05-23T19:45:00-05:00,2025-05-23T20:00:00-05:00,2025-05-23,20:00,71907.4974,N
2025-05-23T19:30:00-05:00,2025-05-23T19:45:00-05:00,2025-05-23,19:45,72847.349,N
2025-05-23T19:15:00-05:00,2025-05-23T19:30:00-05:00,2025-05-23,19:30,73603.2682,N
2025-05-23T19:00:00-05:00,2025-05-23T19:15:00-05:00,2025-05-23,19:15,74385.0807,N
2025-05-23T18:45:00-05:00,2025-05-23T19:00:00-05:00,2025-05-23,19:00,75425.1432,N
2025-05-23T18:30:00-05:00,2025-05-23T18:45:00-05:00,2025-05-23,18:45,76391.6719,N
2025-05-23T18:15:00-05:00,2025-05-23T18:30:00-05:00,2025-05-23,18:30,76682.8021,N
2025-05-23T18:00:00-05:00,2025-05-23T18:15:00-05:00,2025-05-23,18:15,77128.2057,N
2025-05-23T17:45:00-05:00,2025-05-23T18:00:00-05:00,2025-05-23,18:00,77960.9115,N
2025-05-23T17:30:00-05:00,2025-05-23T17:45:00-05:00,2025-05-23,17:45,78732.638,N
2025-05-23T17:15:00-05:00,2025-05-23T17:30:00-05:00,2025-05-23,17:30,79009.6719,N
2025-05-23T17:00:00-05:00,2025-05-23T17:15:00-05:00,2025-05-23,17:15,78997.513,N
2025-05-23T16:45:00-05:00,2025-05-23T17:00:00-05:00,2025-05-23,17:00,79280.0,N
2025-05-23T16:30:00-05:00,2025-05-23T16:45:00-05:00,2025-05-23,16:45,79266.6979,N
2025-05-23T16:15:00-05:00,2025-05-23T16:30:00-05:00,2025-05-23,16:30,79104.6953,N
2025-05-23T16:00:00-05:00,2025-05-23T16:15:00-05:00,2025-05-23,16:15,78592.7813,N
2025-05-23T15:45:00-05:00,2025-05-23T16:00:00-05:00,2025-05-23,16:00,78778.9323,N
2025-05-23T15:30:00-05:00,2025-05-23T15:45:00-05:00,2025-05-23,15:45,78025.4505,N
2025-05-23T15:15:00-05:00,2025-05-23T15:30:00-05:00,2025-05-23,15:30,77503.75,N
2025-05-23T15:00:00-05:00,2025-05-23T15:15:00-05:00,2025-05-23,15:15,77248.487,N
2025-05-23T14:45:00-05:00,2025-05-23T15:00:00-05:00,2025-05-23,15:00,76549.5651,N
2025-05-23T14:30:00-05:00,2025-05-23T14:45:00-05:00,2025-05-23,14:45,75956.3021,N
2025-05-23T14:15:00-05:00,2025-05-23T14:30:00-05:00,2025-05-23,14:30,75177.9661,N
2025-05-23T14:00:00-05:00,2025-05-23T14:15:00-05:00,2025-05-23,14:15,74891.6849,N
2025-05-23T13:45:00-05:00,2025-05-23T14:00:00-05:00,2025-05-23,14:00,73696.7552,N
2025-05-23T13:30:00-05:00,2025-05-23T13:45:00-05:00,2025-05-23,13:45,72828.0703,N
2025-05-23T13:15:00-05:00,2025-05-23T13:30:00-05:00,2025-05-23,13:30,71992.2604,N
2025-05-23T13:00:00-05:00,2025-05-23T13:15:00-05:00,2025-05-23,13:15,70879.7995,N
2025-05-23T12:45:00-05:00,2025-05-23T13:00:00-05:00,2025-05-23,13:00,70113.1406,N
2025-05-23T12:30:00-05:00,2025-05-23T12:45:00-05:00,2025-05-23,12:45,69328.0026,N
2025-05-23T12:15:00-05:00,2025-05-23T12:30:00-05:00,2025-05-23,12:30,68621.6589,N
2025-05-23T12:00:00-05:00,2025-05-23T12:15:00-05:00,2025-05-23,12:15,67661.5286,N
2025-05-23T11:45:00-05:00,2025-05-23T12:00:00-05:00,2025-05-23,12:00,66930.9427,N
2025-05-23T11:30:00-05:00,2025-05-23T11:45:00-05:00,2025-05-23,11:45,66120.6172,N
2025-05-23T11:15:00-05:00,2025-05-23T11:30:00-05:00,2025-05-23,11:30,65522.3333,N
2025-05-23T11:00:00-05:00,2025-05-23T11:15:00-05:00,2025-05-23,11:15,64671.2708,N
2025-05-23T10:45:00-05:00,2025-05-23T11:00:00-05:00,2025-05-23,11:00,63877.7552,N
2025-05-23T10:30:00-05:00,2025-05-23T10:45:00-05:00,2025-05-23,10:45,62916.7031,N
2025-05-23T10:15:00-05:00,2025-05-23T10:30:00-05:00,2025-05-23,10:30,62169.4323,N
2025-05-23T10:00:00-05:00,2025-05-23T10:15:00-05:00,2025-05-23,10:15,61085.1888,N
2025-05-23T09:45:00-05:00,2025-05-23T10:00:00-05:00,2025-05-23,10:00,60156.0794,N
2025-05-23T09:30:00-05:00,2025-05-23T09:45:00-05:00,2025-05-23,09:45,59526.6354,N
2025-05-23T09:15:00-05:00,2025-05-23T09:30:00-05:00,2025-05-23,09:30,58964.7188,N
2025-05-23T09:00:00-05:00,2025-05-23T09:15:00-05:00,2025-05-23,09:15,58273.5964,N
2025-05-23T08:45:00-05:00,2025-05-23T09:00:00-05:00,2025-05-23,09:00,57563.2253,N
2025-05-23T08:30:00-05:00,2025-05-23T08:45:00-05:00,2025-05-23,08:45,56762.1341,N
2025-05-23T08:15:00-05:00,2025-05-23T08:30:00-05:00,2025-05-23,08:30,55920.8307,N
2025-05-23T08:00:00-05:00,2025-05-23T08:15:00-05:00,2025-05-23,08:15,54646.0091,N
2025-05-23T07:45:00-05:00,2025-05-23T08:00:00-05:00,2025-05-23,08:00,53282.8932,N
2025-05-23T07:30:00-05:00,2025-05-23T07:45:00-05:00,2025-05-23,07:45,52247.2578,N
2025-05-23T07:15:00-05:00,2025-05-23T07:30:00-05:00,2025-05-23,07:30,51951.6276,N
2025-05-23T07:00:00-05:00,2025-05-23T07:15:00-05:00,2025-05-23,07:15,51669.5404,N
2025-05-23T06:45:00-05:00,2025-05-23T07:00:00-05:00,2025-05-23,07:00,51333.9063,N
2025-05-23T06:30:00-05:00,2025-05-23T06:45:00-05:00,2025-05-23,06:45,51154.1237,N
2025-05-23T06:15:00-05:00,2025-05-23T06:30:00-05:00,2025-05-23,06:30,51211.8906,N
2025-05-23T06:00:00-05:00,2025-05-23T06:15:00-05:00,2025-05-23,06:15,50937.9362,N
2025-05-23T05:45:00-05:00,2025-05-23T06:00:00-05:00,2025-05-23,06:00,50262.1107,N
2025-05-23T05:30:00-05:00,2025-05-23T05:45:00-05:00,2025-05-23,05:45,49985.7396,N
2025-05-23T05:15:00-05:00,2025-05-23T05:30:00-05:00,2025-05-23,05:30,49672.8867,N
2025-05-23T05:00:00-05:00,2025-05-23T05:15:00-05:00,2025-05-23,05:15,49538.4023,N
2025-05-23T04:45:00-05:00,2025-05-23T05:00:00-05:00,2025-05-23,05:00,49134.3177,N
2025-05-23T04:30:00-05:00,2025-05-23T04:45:00-05:00,2025-05-23,04:45,49126.9297,N
2025-05-23T04:15:00-05:00,2025-05-23T04:30:00-05:00,2025-05-23,04:30,49413.7318,N
2025-05-23T04:00:00-05:00,2025-05-23T04:15:00-05:00,2025-05-23,04:15,49524.082,N
2025-05-23T03:45:00-05:00,2025-05-23T04:00:00-05:00,2025-05-23,04:00,49328.9701,N
2025-05-23T03:30:00-05:00,2025-05-23T03:45:00-05:00,2025-05-23,03:45,49538.082,N
2025-05-23T03:15:00-05:00,2025-05-23T03:30:00-05:00,2025-05-23,03:30,50018.7344,N
2025-05-23T03:00:00-05:00,2025-05-23T03:15:00-05:00,2025-05-23,03:15,50742.4206,N
2025-05-23T02:45:00-05:00,2025-05-23T03:00:00-05:00,2025-05-23,03:00,50868.1172,N
2025-05-23T02:30:00-05:00,2025-05-23T02:45:00-05:00,2025-05-23,02:45,51251.1042,N
2025-05-23T02:15:00-05:00,2025-05-23T02:30:00-05:00,2025-05-23,02:30,51902.5729,N
2025-05-23T02:00:00-05:00,2025-05-23T02:15:00-05:00,2025-05-23,02:15,52520.6263,N
2025-05-23T01:45:00-05:00,2025-05-23T02:00:00-05:00,2025-05-23,02:00,52662.3086,N
2025-05-23T01:30:00-05:00,2025-05-23T01:45:00-05:00,2025-05-23,01:45,53242.4583,N
2025-05-23T01:15:00-05:00,2025-05-23T01:30:00-05:00,2025-05-23,01:30,54001.0846,N
2025-05-23T01:00:00-05:00,2025-05-23T01:15:00-05:00,2025-05-23,01:15,55084.6003,N
2025-05-23T00:45:00-05:00,2025-05-23T01:00:00-05:00,2025-05-23,01:00,55617.487,N
2025-05-23T00:30:00-05:00,2025-05-23T00:45:00-05:00,2025-05-23,00:45,55834.4622,N
2025-05-23T00:15:00-05:00,2025-05-23T00:30:00-05:00,2025-05-23,00:30,56295.9492,N
2025-05-23T00:00:00-05:00,2025-05-23T00:15:00-05:00,2025-05-23,00:15,57249.681,N
2025-05-22T23:45:00-05:00,2025-05-23T00:00:00-05:00,2025-05-23,00:00,58241.5391,N
2025-05-22T23:30:00-05:00,2025-05-22T23:45:00-05:00,2025-05-22,23:45,59046.7318,N
2025-05-22T23:15:00-05:00,2025-05-22T23:30:00-05:00,2025-05-22,23:30,59983.3346,N
2025-05-22T23:00:00-05:00,2025-05-22T23:15:00-05:00,2025-05-22,23:15,60661.0938,N
2025-05-22T22:45:00-05:00,2025-05-22T23:00:00-05:00,2025-05-22,23:00,61892.9427,N
2025-05-22T22:30:00-05:00,2025-05-22T22:45:00-05:00,2025-05-22,22:45,62818.849,N
2025-05-22T22:15:00-05:00,2025-05-22T22:30:00-05:00,2025-05-22,22:30,63192.25,N
2025-05-22T22:00:00-05:00,2025-05-22T22:15:00-05:00,2025-05-22,22:15,64149.0378,N
2025-05-22T21:45:00-05:00,2025-05-22T22:00:00-05:00,2025-05-22,22:00,65086.5443,N
2025-05-22T21:30:00-05:00,2025-05-22T21:45:00-05:00,2025-05-22,21:45,66151.8151,N
2025-05-22T21:15:00-05:00,2025-05-22T21:30:00-05:00,2025-05-22,21:30,66828.3906,N
2025-05-22T21:00:00-05:00,2025-05-22T21:15:00-05:00,2025-05-22,21:15,67535.7943,N
2025-05-22T20:45:00-05:00,2025-05-22T21:00:00-05:00,2025-05-22,21:00,68226.7995,N
2025-05-22T20:30:00-05:00,2025-05-22T20:45:00-05:00,2025-05-22,20:45,68477.0208,N
2025-05-22T20:15:00-05:00,2025-05-22T20:30:00-05:00,2025-05-22,20:30,68745.1615,N
2025-05-22T20:00:00-05:00,2025-05-22T20:15:00-05:00,2025-05-22,20:15,69085.2891,N
2025-05-22T19:45:00-05:00,2025-05-22T20:00:00-05:00,2025-05-22,20:00,69603.6094,N
2025-05-22T19:30:00-05:00,2025-05-22T19:45:00-05:00,2025-05-22,19:45,70178.2266,N
2025-05-22T19:15:00-05:00,2025-05-22T19:30:00-05:00,2025-05-22,19:30,70609.125,N
2025-05-22T19:00:00-05:00,2025-05-22T19:15:00-05:00,2025-05-22,19:15,71291.151,N
2025-05-22T18:45:00-05:00,2025-05-22T19:00:00-05:00,2025-05-22,19:00,72180.2344,N
2025-05-22T18:30:00-05:00,2025-05-22T18:45:00-05:00,2025-05-22,18:45,73049.3307,N
2025-05-22T18:15:00-05:00,2025-05-22T18:30:00-05:00,2025-05-22,18:30,73487.237,N
2025-05-22T18:00:00-05:00,2025-05-22T18:15:00-05:00,2025-05-22,18:15,74282.7031,N
2025-05-22T17:45:00-05:00,2025-05-22T18:00:00-05:00,2025-05-22,18:00,75081.1719,N
2025-05-22T17:30:00-05:00,2025-05-22T17:45:00-05:00,2025-05-22,17:45,75637.3021,N
2025-05-22T17:15:00-05:00,2025-05-22T17:30:00-05:00,2025-05-22,17:30,75780.7969,N
2025-05-22T17:00:00-05:00,2025-05-22T17:15:00-05:00,2025-05-22,17:15,76393.5365,N
2025-05-22T16:45:00-05:00,2025-05-22T17:00:00-05:00,2025-05-22,17:00,76731.3177,N
2025-05-22T16:30:00-05:00,2025-05-22T16:45:00-05:00,2025-05-22,16:45,76822.9609,N
2025-05-22T16:15:00-05:00,2025-05-22T16:30:00-05:00,2025-05-22,16:30,76516.3776,N
2025-05-22T16:00:00-05:00,2025-05-22T16:15:00-05:00,2025-05-22,16:15,76309.4323,N
2025-05-22T15:45:00-05:00,2025-05-22T16:00:00-05:00,2025-05-22,16:00,76350.2266,N
2025-05-22T15:30:00-05:00,2025-05-22T15:45:00-05:00,2025-05-22,15:45,76556.7057,N
2025-05-22T15:15:00-05:00,2025-05-22T15:30:00-05:00,2025-05-22,15:30,76382.9036,N
2025-05-22T15:00:00-05:00,2025-05-22T15:15:00-05:00,2025-05-22,15:15,76007.7474,N
2025-05-22T14:45:00-05:00,2025-05-22T15:00:00-05:00,2025-05-22,15:00,75370.9453,N
2025-05-22T14:30:00-05:00,2025-05-22T14:45:00-05:00,2025-05-22,14:45,74898.8359,N
2025-05-22T14:15:00-05:00,2025-05-22T14:30:00-05:00,2025-05-22,14:30,74401.3438,N
2025-05-22T14:00:00-05:00,2025-05-22T14:15:00-05:00,2025-05-22,14:15,73971.0104,N
2025-05-22T13:45:00-05:00,2025-05-22T14:00:00-05:00,2025-05-22,14:00,73566.1432,N
2025-05-22T13:30:00-05:00,2025-05-22T13:45:00-05:00,2025-05-22,13:45,72835.6484,N
2025-05-22T13:15:00-05:00,2025-05-22T13:30:00-05:00,2025-05-22,13:30,71733.526,N
2025-05-22T13:00:00-05:00,2025-05-22T13:15:00-05:00,2025-05-22,13:15,70902.2552,N
2025-05-22T12:45:00-05:00,2025-05-22T13:00:00-05:00,2025-05-22,13:00,70114.513,N
2025-05-22T12:30:00-05:00,2025-05-22T12:45:00-05:00,2025-05-22,12:45,69118.1823,N
2025-05-22T12:15:00-05:00,2025-05-22T12:30:00-05:00,2025-05-22,12:30,68031.6875,N
2025-05-22T12:00:00-05:00,2025-05-22T12:15:00-05:00,2025-05-22,12:15,66852.2448,N
2025-05-22T11:45:00-05:00,2025-05-22T12:00:00-05:00,2025-05-22,12:00,65921.4141,N
2025-05-22T11:30:00-05:00,2025-05-22T11:45:00-05:00,2025-05-22,11:45,65216.8529,N
2025-05-22T11:15:00-05:00,2025-05-22T11:30:00-05:00,2025-05-22,11:30,64280.0872,N
2025-05-22T11:00:00-05:00,2025-05-22T11:15:00-05:00,2025-05-22,11:15,63864.5117,N
2025-05-22T10:45:00-05:00,2025-05-22T11:00:00-05:00,2025-05-22,11:00,63379.8372,N
2025-05-22T10:30:00-05:00,2025-05-22T10:45:00-05:00,2025-05-22,10:45,63039.4674,N
2025-05-22T10:15:00-05:00,2025-05-22T10:30:00-05:00,2025-05-22,10:30,62330.5573,N
2025-05-22T10:00:00-05:00,2025-05-22T10:15:00-05:00,2025-05-22,10:15,61725.6146,N
2025-05-22T09:45:00-05:00,2025-05-22T10:00:00-05:00,2025-05-22,10:00,61214.4154,N
2025-05-22T09:30:00-05:00,2025-05-22T09:45:00-05:00,2025-05-22,09:45,61328.2448,N
2025-05-22T09:15:00-05:00,2025-05-22T09:30:00-05:00,2025-05-22,09:30,61033.401,N
2025-05-22T09:00:00-05:00,2025-05-22T09:15:00-05:00,2025-05-22,09:15,59476.8672,N
2025-05-22T08:45:00-05:00,2025-05-22T09:00:00-05:00,2025-05-22,09:00,57100.7331,N
2025-05-22T08:30:00-05:00,2025-05-22T08:45:00-05:00,2025-05-22,08:45,55962.5794,N
2025-05-22T08:15:00-05:00,2025-05-22T08:30:00-05:00,2025-05-22,08:30,55301.1589,N
2025-05-22T08:00:00-05:00,2025-05-22T08:15:00-05:00,2025-05-22,08:15,54832.0638,N
2025-05-22T07:45:00-05:00,2025-05-22T08:00:00-05:00,2025-05-22,08:00,53434.5573,N
2025-05-22T07:30:00-05:00,2025-05-22T07:45:00-05:00,2025-05-22,07:45,52738.2513,N
2025-05-22T07:15:00-05:00,2025-05-22T07:30:00-05:00,2025-05-22,07:30,52403.474,N
2025-05-22T07:00:00-05:00,2025-05-22T07:15:00-05:00,2025-05-22,07:15,52295.1758,N
2025-05-22T06:45:00-05:00,2025-05-22T07:00:00-05:00,2025-05-22,07:00,51766.8633,N
2025-05-22T06:30:00-05:00,2025-05-22T06:45:00-05:00,2025-05-22,06:45,51529.1654,N
2025-05-22T06:15:00-05:00,2025-05-22T06:30:00-05:00,2025-05-22,06:30,51212.6549,N
2025-05-22T06:00:00-05:00,2025-05-22T06:15:00-05:00,2025-05-22,06:15,50855.1042,N
2025-05-22T05:45:00-05:00,2025-05-22T06:00:00-05:00,2025-05-22,06:00,50085.1497,N
2025-05-22T05:30:00-05:00,2025-05-22T05:45:00-05:00,2025-05-22,05:45,49639.4805,N
2025-05-22T05:15:00-05:00,2025-05-22T05:30:00-05:00,2025-05-22,05:30,49367.5313,N
2025-05-22T05:00:00-05:00,2025-05-22T05:15:00-05:00,2025-05-22,05:15,49194.4896,N
2025-05-22T04:45:00-05:00,2025-05-22T05:00:00-05:00,2025-05-22,05:00,48934.168,N
2025-05-22T04:30:00-05:00,2025-05-22T04:45:00-05:00,2025-05-22,04:45,48790.1927,N
2025-05-22T04:15:00-05:00,2025-05-22T04:30:00-05:00,2025-05-22,04:30,48761.4193,N
2025-05-22T04:00:00-05:00,2025-05-22T04:15:00-05:00,2025-05-22,04:15,48835.418,N
2025-05-22T03:45:00-05:00,2025-05-22T04:00:00-05:00,2025-05-22,04:00,48844.9193,N
2025-05-22T03:30:00-05:00,2025-05-22T03:45:00-05:00,2025-05-22,03:45,49243.918,N
2025-05-22T03:15:00-05:00,2025-05-22T03:30:00-05:00,2025-05-22,03:30,49536.9544,N
2025-05-22T03:00:00-05:00,2025-05-22T03:15:00-05:00,2025-05-22,03:15,49691.332,N
2025-05-22T02:45:00-05:00,2025-05-22T03:00:00-05:00,2025-05-22,03:00,49814.9258,N
2025-05-22T02:30:00-05:00,2025-05-22T02:45:00-05:00,2025-05-22,02:45,49957.2174,N
2025-05-22T02:15:00-05:00,2025-05-22T02:30:00-05:00,2025-05-22,02:30,50304.3776,N
2025-05-22T02:00:00-05:00,2025-05-22T02:15:00-05:00,2025-05-22,02:15,50627.4779,N
2025-05-22T01:45:00-05:00,2025-05-22T02:00:00-05:00,2025-05-22,02:00,51269.7409,N
2025-05-22T01:30:00-05:00,2025-05-22T01:45:00-05:00,2025-05-22,01:45,51589.5208,N
2025-05-22T01:15:00-05:00,2025-05-22T01:30:00-05:00,2025-05-22,01:30,51795.0404,N
2025-05-22T01:00:00-05:00,2025-05-22T01:15:00-05:00,2025-05-22,01:15,52175.5534,N
2025-05-22T00:45:00-05:00,2025-05-22T01:00:00-05:00,2025-05-22,01:00,52630.1276,N
2025-05-22T00:30:00-05:00,2025-05-22T00:45:00-05:00,2025-05-22,00:45,53114.1406,N
2025-05-22T00:15:00-05:00,2025-05-22T00:30:00-05:00,2025-05-22,00:30,53541.7617,N
2025-05-22T00:00:00-05:00,2025-05-22T00:15:00-05:00,2025-05-22,00:15,54664.6185,N
2025-05-21T23:45:00-05:00,2025-05-22T00:00:00-05:00,2025-05-22,00:00,55480.2487,N
2025-05-21T23:30:00-05:00,2025-05-21T23:45:00-05:00,2025-05-21,23:45,56172.1068,N
2025-05-21T23:15:00-05:00,2025-05-21T23:30:00-05:00,2025-05-21,23:30,56961.3945,N
2025-05-21T23:00:00-05:00,2025-05-21T23:15:00-05:00,2025-05-21,23:15,57943.9974,N
2025-05-21T22:45:00-05:00,2025-05-21T23:00:00-05:00,2025-05-21,23:00,58688.4935,N
2025-05-21T22:30:00-05:00,2025-05-21T22:45:00-05:00,2025-05-21,22:45,59388.8516,N
2025-05-21T22:15:00-05:00,2025-05-21T22:30:00-05:00,2025-05-21,22:30,60472.6901,N
2025-05-21T22:00:00-05:00,2025-05-21T22:15:00-05:00,2025-05-21,22:15,61523.4115,N
2025-05-21T21:45:00-05:00,2025-05-21T22:00:00-05:00,2025-05-21,22:00,62656.9922,N
2025-05-21T21:30:00-05:00,2025-05-21T21:45:00-05:00,2025-05-21,21:45,63494.2409,N
2025-05-21T21:15:00-05:00,2025-05-21T21:30:00-05:00,2025-05-21,21:30,64230.3672,N
2025-05-21T21:00:00-05:00,2025-05-21T21:15:00-05:00,2025-05-21,21:15,64779.9987,N
2025-05-21T20:45:00-05:00,2025-05-21T21:00:00-05:00,2025-05-21,21:00,64900.5221,N
2025-05-21T20:30:00-05:00,2025-05-21T20:45:00-05:00,2025-05-21,20:45,65101.0977,N
2025-05-21T20:15:00-05:00,2025-05-21T20:30:00-05:00,2025-05-21,20:30,65333.112,N
2025-05-21T20:00:00-05:00,2025-05-21T20:15:00-05:00,2025-05-21,20:15,65781.862,N
2025-05-21T19:45:00-05:00,2025-05-21T20:00:00-05:00,2025-05-21,20:00,66270.8932,N
2025-05-21T19:30:00-05:00,2025-05-21T19:45:00-05:00,2025-05-21,19:45,67228.2031,N
2025-05-21T19:15:00-05:00,2025-05-21T19:30:00-05:00,2025-05-21,19:30,67656.7552,N
